side,solve_index,outer_iteration,level,name,seconds,trace_elapsed_seconds
pyqcu,3,1,0,fine_correction_residual,0.002654544,0.170333088
pyqcu,3,1,0,fine_post_smoother,0.003630298,0.174162396
pyqcu,3,1,0,fine_matpc,0.002503836,0.176844743
pyqcu,3,1,0,arnoldi,0.001083459,0.178139813
pyqcu,3,1,0,outer_iteration,0.175013443,0.17826812
pyqcu,3,2,0,fine_pre_smoother,0.003321981,0.181609002
pyqcu,3,2,0,fine_restriction,0.003338782,0.185148895
pyqcu,3,2,1,level_prepare,0.003207475,0.188579183
pyqcu,3,2,1,coarsest_bicgstab,0.135676497,0.324491693
pyqcu,3,2,1,level_reconstruct,0.002914458,0.327530659
pyqcu,3,2,1,coarse_vcycle,0.142366963,0.32773487
pyqcu,3,2,0,fine_prolongation,0.002730149,0.330473019
pyqcu,3,2,0,fine_correction_residual,0.002636043,0.333324075
pyqcu,3,2,0,fine_post_smoother,0.003144571,0.336681558
pyqcu,3,2,0,fine_matpc,0.002473235,0.339361704
pyqcu,3,2,0,arnoldi,0.001153763,0.340673375
pyqcu,3,2,0,outer_iteration,0.162533462,0.340815983
pyqcu,3,3,0,fine_pre_smoother,0.003218375,0.344050159
pyqcu,3,3,0,fine_restriction,0.00330558,0.347605753
pyqcu,3,3,1,level_prepare,0.003249677,0.351072942
pyqcu,3,3,1,coarsest_bicgstab,0.135840806,0.48712286
pyqcu,3,3,1,level_reconstruct,0.00292786,0.490175627
pyqcu,3,3,1,coarse_vcycle,0.142603975,0.49042134
pyqcu,3,3,0,fine_prolongation,0.002735249,0.49316539
pyqcu,3,3,0,fine_correction_residual,0.002638044,0.496048847
pyqcu,3,3,0,fine_post_smoother,0.003188074,0.499495735
pyqcu,3,3,0,fine_matpc,0.002507737,0.50637791
pyqcu,3,3,0,arnoldi,0.001318772,0.507900093
pyqcu,3,3,0,outer_iteration,0.167232718,0.508066902
pyqcu,3,4,0,fine_pre_smoother,0.003565094,0.511648798
pyqcu,3,4,0,fine_restriction,0.00330288,0.515131588
pyqcu,3,4,1,level_prepare,0.003241377,0.51866108
pyqcu,3,4,1,coarsest_bicgstab,0.150889427,0.669730617
pyqcu,3,4,1,level_reconstruct,0.00293716,0.672794384
pyqcu,3,4,1,coarse_vcycle,0.157565091,0.672968794
pyqcu,3,4,0,fine_prolongation,0.002727049,0.675705943
pyqcu,3,4,0,fine_correction_residual,0.002644144,0.678537397
pyqcu,3,4,0,fine_post_smoother,0.003105669,0.681792375
pyqcu,3,4,0,fine_matpc,0.002480135,0.684441619
pyqcu,3,4,0,arnoldi,0.001399077,0.686033006
pyqcu,3,4,0,outer_iteration,0.17808491,0.686165213
pyqcu,3,4,0,fgmres_solution_update,0.000631334,0.686805848
pyqcu,3,4,0,true_residual_refresh,0.00312457,0.690130029
pyqcu,3,5,0,fine_pre_smoother,0.003352283,0.693904935
pyqcu,3,5,0,fine_restriction,0.00330248,0.697391925
pyqcu,3,5,1,level_prepare,0.003264478,0.700881116
pyqcu,3,5,1,coarsest_bicgstab,0.155671588,0.856805517
pyqcu,3,5,1,level_reconstruct,0.002919159,0.859852583
pyqcu,3,5,1,coarse_vcycle,0.162445457,0.860058695
pyqcu,3,5,0,fine_prolongation,0.002718148,0.862785443
pyqcu,3,5,0,fine_correction_residual,0.002633844,0.865625298
pyqcu,3,5,0,fine_post_smoother,0.003115469,0.868937879
pyqcu,3,5,0,fine_matpc,0.002482735,0.871627225
pyqcu,3,5,0,arnoldi,0.001022156,0.872875593
pyqcu,3,5,0,outer_iteration,0.182741564,0.873153909
pyqcu,3,6,0,fine_pre_smoother,0.003324781,0.876493991
pyqcu,3,6,0,fine_restriction,0.003739504,0.880381003
pyqcu,3,6,1,level_prepare,0.003253277,0.883795889
pyqcu,3,6,1,coarsest_bicgstab,0.16010933,1.044147432
pyqcu,3,6,1,level_reconstruct,0.002955061,1.047320205
pyqcu,3,6,1,coarse_vcycle,0.166939302,1.047475113
pyqcu,3,6,0,fine_prolongation,0.002718848,1.050203262
pyqcu,3,6,0,fine_correction_residual,0.002663345,1.053065718
pyqcu,3,6,0,fine_post_smoother,0.003143172,1.056421401
pyqcu,3,6,0,fine_matpc,0.002468635,1.059092547
pyqcu,3,6,0,arnoldi,0.001195366,1.060489323
pyqcu,3,6,0,outer_iteration,0.18744482,1.06061153
pyqcu,3,7,0,fine_pre_smoother,0.003222176,1.063846806
pyqcu,3,7,0,fine_restriction,0.003307381,1.067349697
pyqcu,3,7,1,level_prepare,0.003232877,1.070757883
pyqcu,3,7,1,coarsest_bicgstab,0.159762711,1.230759507
pyqcu,3,7,1,level_reconstruct,0.002981463,1.233897378
pyqcu,3,7,1,coarse_vcycle,0.166586083,1.23410819
pyqcu,3,7,0,fine_prolongation,0.002717148,1.236833638
pyqcu,3,7,0,fine_correction_residual,0.002653244,1.239635391
pyqcu,3,7,0,fine_post_smoother,0.003047266,1.242899069
pyqcu,3,7,0,fine_matpc,0.002471434,1.245499211
pyqcu,3,7,0,arnoldi,0.001392276,1.247050895
pyqcu,3,7,0,outer_iteration,0.186572673,1.247195803
pyqcu,3,8,0,fine_pre_smoother,0.003270978,1.250481182
pyqcu,3,8,0,fine_restriction,0.00331038,1.253968872
pyqcu,3,8,1,level_prepare,0.003247677,1.25741816
pyqcu,3,8,1,coarsest_bicgstab,0.153909692,1.411528063
pyqcu,3,8,1,level_reconstruct,0.002961861,1.414617732
pyqcu,3,8,1,coarse_vcycle,0.160623858,1.414791241
pyqcu,3,8,0,fine_prolongation,0.002798953,1.417598894
pyqcu,3,8,0,fine_correction_residual,0.002635643,1.420414948
pyqcu,3,8,0,fine_post_smoother,0.003057967,1.423649624
pyqcu,3,8,0,fine_matpc,0.002465834,1.426265067
pyqcu,3,8,0,arnoldi,0.001484681,1.427922957
pyqcu,3,8,0,outer_iteration,0.180860262,1.428067965
pyqcu,3,8,0,fgmres_solution_update,0.000630035,1.4287093
pyqcu,3,8,0,true_residual_refresh,0.003041366,1.431941376
pyqcu,3,9,0,fine_pre_smoother,0.003758905,1.436142105
pyqcu,3,9,0,fine_restriction,0.00330428,1.439663597
pyqcu,3,9,1,level_prepare,0.003244077,1.443152088
pyqcu,3,9,1,coarsest_bicgstab,0.188613284,1.631994384
pyqcu,3,9,1,level_reconstruct,0.002923159,1.63503125
pyqcu,3,9,1,coarse_vcycle,0.19531725,1.63522176
pyqcu,3,9,0,fine_prolongation,0.002725649,1.637956009
pyqcu,3,9,0,fine_correction_residual,0.002635444,1.640784563
pyqcu,3,9,0,fine_post_smoother,0.003083968,1.64403234
pyqcu,3,9,0,fine_matpc,0.002494236,1.646737788
pyqcu,3,9,0,arnoldi,0.001063858,1.647999657
pyqcu,3,9,0,outer_iteration,0.215935473,1.648128764
pyqcu,3,10,0,fine_pre_smoother,0.003268578,1.651455145
pyqcu,3,10,0,fine_restriction,0.003308581,1.654991938
pyqcu,3,10,1,level_prepare,0.003732003,1.658927153
pyqcu,3,10,1,coarsest_bicgstab,0.161625013,1.820781978
pyqcu,3,10,1,level_reconstruct,0.002920759,1.823829544
pyqcu,3,10,1,coarse_vcycle,0.168855507,1.824042855
pyqcu,3,10,0,fine_prolongation,0.002716448,1.826767604
pyqcu,3,10,0,fine_correction_residual,0.002627843,1.829580757
pyqcu,3,10,0,fine_post_smoother,0.003511292,1.833313661
pyqcu,3,10,0,fine_matpc,0.002473735,1.835992707
pyqcu,3,10,0,arnoldi,0.001221367,1.837428485
pyqcu,3,10,0,outer_iteration,0.18945943,1.837599795
pyqcu,3,11,0,fine_pre_smoother,0.003233776,1.840862773
pyqcu,3,11,0,fine_restriction,0.003312481,1.844429067
pyqcu,3,11,1,level_prepare,0.003223976,1.847874655
pyqcu,3,11,1,coarsest_bicgstab,0.159260384,2.007380152
pyqcu,3,11,1,level_reconstruct,0.00292486,2.010426918
pyqcu,3,11,1,coarse_vcycle,0.165961449,2.010608828
pyqcu,3,11,0,fine_prolongation,0.002722848,2.013340077
pyqcu,3,11,0,fine_correction_residual,0.002671646,2.016240435
pyqcu,3,11,0,fine_post_smoother,0.003062867,2.019474411
pyqcu,3,11,0,fine_matpc,0.002646645,2.022275064
pyqcu,3,11,0,arnoldi,0.001252368,2.02367364
pyqcu,3,11,0,outer_iteration,0.186179851,2.023790347
pyqcu,3,11,0,fgmres_solution_update,0.000488327,2.024289774
pyqcu,3,11,0,true_residual_refresh,0.003015364,2.027459747
pyqcu,4,1,0,fine_pre_smoother,0.003257477,0.007027884
pyqcu,4,1,0,fine_restriction,0.003312981,0.010537575
pyqcu,4,1,1,level_prepare,0.003233476,0.014019165
pyqcu,4,1,1,coarsest_bicgstab,0.153166651,0.167417829
pyqcu,4,1,1,level_reconstruct,0.002982163,0.1705605
pyqcu,4,1,1,coarse_vcycle,0.160004425,0.170775312
pyqcu,4,1,0,fine_prolongation,0.002803453,0.173591165
pyqcu,4,1,0,fine_correction_residual,0.002656345,0.176453122
pyqcu,4,1,0,fine_post_smoother,0.003130771,0.179807404
pyqcu,4,1,0,fine_matpc,0.002475035,0.182499551
pyqcu,4,1,0,arnoldi,0.001208366,0.183901628
pyqcu,4,1,0,outer_iteration,0.180441239,0.184052936
pyqcu,4,2,0,fine_pre_smoother,0.003246277,0.187312714
pyqcu,4,2,0,fine_restriction,0.00329888,0.190848906
pyqcu,4,2,1,level_prepare,0.003231976,0.194294694
pyqcu,4,2,1,coarsest_bicgstab,0.137063273,0.331665284
pyqcu,4,2,1,level_reconstruct,0.002915659,0.334730252
pyqcu,4,2,1,coarse_vcycle,0.143907947,0.334963864
pyqcu,4,2,0,fine_prolongation,0.002732449,0.337705114
pyqcu,4,2,0,fine_correction_residual,0.002632844,0.340537368
pyqcu,4,2,0,fine_post_smoother,0.003079668,0.343807146
pyqcu,4,2,0,fine_matpc,0.002474034,0.346471992
pyqcu,4,2,0,arnoldi,0.001239067,0.347936472
pyqcu,4,2,0,outer_iteration,0.164028444,0.34809328
pyqcu,4,3,0,fine_pre_smoother,0.003261177,0.351368059
pyqcu,4,3,0,fine_restriction,0.00329878,0.354849048
pyqcu,4,3,1,level_prepare,0.003242176,0.358319438
pyqcu,4,3,1,coarsest_bicgstab,0.136543445,0.495102096
pyqcu,4,3,1,level_reconstruct,0.002887358,0.498098659
pyqcu,4,3,1,coarse_vcycle,0.143288313,0.498374474
pyqcu,4,3,0,fine_prolongation,0.002724649,0.501107823
pyqcu,4,3,0,fine_correction_residual,0.003088368,0.504453706
pyqcu,4,3,0,fine_post_smoother,0.003074768,0.507694182
pyqcu,4,3,0,fine_matpc,0.002480035,0.51039943
pyqcu,4,3,0,arnoldi,0.001371175,0.511934213
pyqcu,4,3,0,outer_iteration,0.163946239,0.51205152
pyqcu,4,4,0,fine_pre_smoother,0.003222276,0.515286696
pyqcu,4,4,0,fine_restriction,0.00330088,0.518772886
pyqcu,4,4,1,level_prepare,0.003262378,0.522226475
pyqcu,4,4,1,coarsest_bicgstab,0.147371036,0.669794021
pyqcu,4,4,1,level_reconstruct,0.00293106,0.672924191
pyqcu,4,4,1,coarse_vcycle,0.154205508,0.673166305
pyqcu,4,4,0,fine_prolongation,0.00275685,0.675950256
pyqcu,4,4,0,fine_correction_residual,0.002637344,0.67876951
pyqcu,4,4,0,fine_post_smoother,0.003076268,0.682034188
pyqcu,4,4,0,fine_matpc,0.002466834,0.684686033
pyqcu,4,4,0,arnoldi,0.00146338,0.686331422
pyqcu,4,4,0,outer_iteration,0.17440741,0.68646993
pyqcu,4,4,0,fgmres_solution_update,0.000646036,0.687127366
pyqcu,4,4,0,true_residual_refresh,0.003035166,0.690344341
pyqcu,4,5,0,fine_pre_smoother,0.003651599,0.694414163
pyqcu,4,5,0,fine_restriction,0.00330418,0.697952256
pyqcu,4,5,1,level_prepare,0.003194474,0.701442146
pyqcu,4,5,1,coarsest_bicgstab,0.154028399,0.855767161
pyqcu,4,5,1,level_reconstruct,0.002918459,0.858804526
pyqcu,4,5,1,coarse_vcycle,0.160786767,0.859019738
pyqcu,4,5,0,fine_prolongation,0.002718749,0.861746687
pyqcu,4,5,0,fine_correction_residual,0.002635244,0.864594642
pyqcu,4,5,0,fine_post_smoother,0.003161672,0.867955525
pyqcu,4,5,0,fine_matpc,0.002476435,0.87061047
pyqcu,4,5,0,arnoldi,0.001305771,0.872123053
pyqcu,4,5,0,outer_iteration,0.181636103,0.872283761
pyqcu,4,6,0,fine_pre_smoother,0.003252377,0.87555104
pyqcu,4,6,0,fine_restriction,0.003312081,0.87905283
pyqcu,4,6,1,level_prepare,0.003240777,0.88253002
pyqcu,4,6,1,coarsest_bicgstab,0.15991772,1.042691653
pyqcu,4,6,1,level_reconstruct,0.00292676,1.045744419
pyqcu,4,6,1,coarse_vcycle,0.166648186,1.04593453
pyqcu,4,6,0,fine_prolongation,0.002718448,1.048660978
pyqcu,4,6,0,fine_correction_residual,0.002626744,1.051480232
pyqcu,4,6,0,fine_post_smoother,0.003100669,1.054817414
pyqcu,4,6,0,fine_matpc,0.002467835,1.057461958
pyqcu,4,6,0,arnoldi,0.00146228,1.059101248
pyqcu,4,6,0,outer_iteration,0.186942393,1.059238555
pyqcu,4,7,0,fine_pre_smoother,0.003272979,1.062523934
pyqcu,4,7,0,fine_restriction,0.00330018,1.066033425
pyqcu,4,7,1,level_prepare,0.003203875,1.069460312
pyqcu,4,7,1,coarsest_bicgstab,0.159723109,1.229422234
pyqcu,4,7,1,level_reconstruct,0.00293636,1.232492802
pyqcu,4,7,1,coarse_vcycle,0.166454376,1.232707613
pyqcu,4,7,0,fine_prolongation,0.002735449,1.235453763
pyqcu,4,7,0,fine_correction_residual,0.002674546,1.238353621
pyqcu,4,7,0,fine_post_smoother,0.00311887,1.241725705
pyqcu,4,7,0,fine_matpc,0.002475135,1.244443953
pyqcu,4,7,0,arnoldi,0.001367174,1.246052041
pyqcu,4,7,0,outer_iteration,0.186920292,1.246169447
pyqcu,4,8,0,fine_pre_smoother,0.003199775,1.249429925
pyqcu,4,8,0,fine_restriction,0.003345482,1.252962418
pyqcu,4,8,1,level_prepare,0.003249977,1.256427007
pyqcu,4,8,1,coarsest_bicgstab,0.153542772,1.410157089
pyqcu,4,8,1,level_reconstruct,0.002899058,1.413176553
pyqcu,4,8,1,coarse_vcycle,0.160223136,1.413394965
pyqcu,4,8,0,fine_prolongation,0.002720449,1.416123714
pyqcu,4,8,0,fine_correction_residual,0.003039966,1.419389292
pyqcu,4,8,0,fine_post_smoother,0.00312337,1.422729374
pyqcu,4,8,0,fine_matpc,0.002475935,1.425439422
pyqcu,4,8,0,arnoldi,0.001420077,1.427103513
pyqcu,4,8,0,outer_iteration,0.18102417,1.427250921
pyqcu,4,8,0,fgmres_solution_update,0.000630034,1.427892656
pyqcu,4,8,0,true_residual_refresh,0.003089968,1.431209137
pyqcu,4,9,0,fine_pre_smoother,0.003241477,1.434812533
pyqcu,4,9,0,fine_restriction,0.003304081,1.438277122
pyqcu,4,9,1,level_prepare,0.003273079,1.44172441
pyqcu,4,9,1,coarsest_bicgstab,0.196950839,1.638864059
pyqcu,4,9,1,level_reconstruct,0.002917559,1.641946427
pyqcu,4,9,1,coarse_vcycle,0.20394242,1.642389751
pyqcu,4,9,0,fine_prolongation,0.002760651,1.645163502
pyqcu,4,9,0,fine_correction_residual,0.002666645,1.648006757
pyqcu,4,9,0,fine_post_smoother,0.003095369,1.651301637
pyqcu,4,9,0,fine_matpc,0.002472234,1.653975383
pyqcu,4,9,0,arnoldi,0.002454034,1.657609881
pyqcu,4,9,0,outer_iteration,0.22631344,1.65777389
pyqcu,4,10,0,fine_pre_smoother,0.003248877,1.66107457
pyqcu,4,10,0,fine_restriction,0.00330118,1.66456556
pyqcu,4,10,1,level_prepare,0.003227776,1.668032749
pyqcu,4,10,1,coarsest_bicgstab,0.160851471,1.829061829
pyqcu,4,10,1,level_reconstruct,0.002886458,1.832067693
pyqcu,4,10,1,coarse_vcycle,0.167509033,1.832310706
pyqcu,4,10,0,fine_prolongation,0.002729448,1.835048756
pyqcu,4,10,0,fine_correction_residual,0.002639644,1.837940913
pyqcu,4,10,0,fine_post_smoother,0.00312397,1.841278395
pyqcu,4,10,0,fine_matpc,0.002471235,1.844011844
pyqcu,4,10,0,arnoldi,0.001850801,1.846083857
pyqcu,4,10,0,outer_iteration,0.188445675,1.846230065
pyqcu,4,11,0,fine_pre_smoother,0.00331478,1.849562847
pyqcu,4,11,0,fine_restriction,0.003320481,1.853053037
pyqcu,4,11,1,level_prepare,0.003192974,1.856458823
pyqcu,4,11,1,coarsest_bicgstab,0.157376281,2.014038715
pyqcu,4,11,1,level_reconstruct,0.002912558,2.017039579
pyqcu,4,11,1,coarse_vcycle,0.163935638,2.017198387
pyqcu,4,11,0,fine_prolongation,0.002726048,2.019932336
pyqcu,4,11,0,fine_correction_residual,0.002635344,2.022714588
pyqcu,4,11,0,fine_post_smoother,0.003099669,2.025974666
pyqcu,4,11,0,fine_matpc,0.002511737,2.028661112
pyqcu,4,11,0,arnoldi,0.001311972,2.030145993
pyqcu,4,11,0,outer_iteration,0.183997332,2.030238398
pyqcu,4,11,0,fgmres_solution_update,0.000481826,2.030730825
pyqcu,4,11,0,true_residual_refresh,0.003080868,2.033974402
