trace_version	1
solve_begin	2423.2548828125
initial_residual	0	2423.2548828125	1	0.0064047599999999998
iteration	1	1	226.93952941894531	0.093650706112384796	0.096527934074401855	0.23597536499999999
iteration	2	2	39.531528472900391	0.016313400119543076	0.1914677768945694	0.42960673700000002
iteration	3	3	6.8147468566894531	0.0028122286312282085	0.19039766490459442	0.62559668800000001
iteration	4	4	1.5647783279418945	0.00064573407871648669	0.2461315393447876	0.82864517699999996
restart_residual	4	1.5647794008255005	0.000645734544377774	0.83344534299999995
iteration	5	1	0.50958597660064697	0.00021028987248428166	0.33576637506484985	1.046463192
iteration	6	2	0.15151676535606384	6.2526138208340853e-05	0.30120936036109924	1.264570331
iteration	7	3	0.053252901881933212	2.1975774870952591e-05	0.34668755531311035	1.4885054129999999
iteration	8	4	0.018133305013179779	7.4830368248512968e-06	0.33366194367408752	1.703074982
restart_residual	8	0.018135117366909981	7.4837844294961542e-06	1.7074975189999999
iteration	9	1	0.0078591331839561462	3.2432135412818752e-06	0.41393876075744629	1.971450355
iteration	10	2	0.0029860388021916151	1.2322429938649293e-06	0.33752590417861938	2.2026304900000002
iteration	11	3	0.00098506361246109009	4.0650434129929636e-07	0.31525316834449768	2.4287126369999998
restart_residual	11	0.0010121609084308147	4.1768652181417565e-07	2.4335952089999999
solve_end	11	1	0.0010121609084308147	4.1768652181417565e-07	2.43359791
trace_version	1
solve_begin	2423.2548828125
initial_residual	0	2423.2548828125	1	0.0036451779999999998
iteration	1	1	226.93952941894531	0.093650706112384796	0.096527934074401855	0.206235632
iteration	2	2	39.531528472900391	0.016313400119543076	0.1914677768945694	0.40159613500000002
iteration	3	3	6.8147468566894531	0.0028122286312282085	0.19039766490459442	0.58564977600000001
iteration	4	4	1.5647783279418945	0.00064573407871648669	0.2461315393447876	0.78942762099999997
restart_residual	4	1.5647794008255005	0.000645734544377774	0.79314250399999997
iteration	5	1	0.50958597660064697	0.00021028987248428166	0.33576637506484985	1.014067957
iteration	6	2	0.15151676535606384	6.2526138208340853e-05	0.30120936036109924	1.2338583240000001
iteration	7	3	0.053252901881933212	2.1975774870952591e-05	0.34668755531311035	1.4492256530000001
iteration	8	4	0.018133305013179779	7.4830368248512968e-06	0.33366194367408752	1.6547879350000001
restart_residual	8	0.018135117366909981	7.4837844294961542e-06	1.6584164109999999
iteration	9	1	0.0078591331839561462	3.2432135412818752e-06	0.41393876075744629	1.9078751410000001
iteration	10	2	0.0029860388021916151	1.2322429938649293e-06	0.33752590417861938	2.1253194290000001
iteration	11	3	0.00098506361246109009	4.0650434129929636e-07	0.31525316834449768	2.3442750320000001
restart_residual	11	0.0010121609084308147	4.1768652181417565e-07	2.348684768
solve_end	11	1	0.0010121609084308147	4.1768652181417565e-07	2.3486877690000001
trace_version	1
solve_begin	2423.2548828125
initial_residual	0	2423.2548828125	1	0.0047929660000000001
